"id","Sid","nid","rand_point","type","source","count","xcoord","ycoord","YLat","XLon","Ylogis","road","date","month","season","class","order","species","D_Culvert","D_StreamCr","D_WaterSo","D_FDrain","D_Ruizi","D_StreamUp","RS_light","RS_AgriFa","RS_Multiuse","RS_Wall","RS_RoadJunc","RS_Facility","RS_Parking","RS_Farm","RS_RoadVS","RS_RoadVP","RS_OpenGP","RS_OpenGV","RS_ShortGr","RS_LongGr","RS_TBottom","RS_Bottom","RS_Bamb","RS_Shrubs","RS_CRW","RS_CRWdw","RS_CRWH","RS_CRWHdw","RS_DryStone","RS_MStoneRW","RS_Net","RS_JerseyB","RS_WBeam","RS_VegSlope","RS_OpDrain","RS_OpDrainB","RS_OpDrainW","RS_OpDrainG","elevation","stramean_025","stramax_025","light_dw025","light_dw050","light_dw100","light_dw150","light_dw200","light_dw250","light_up025","light_up050","light_up100","light_up150","light_up200","light_up250","slpmean_dw025","slpmean_dw050","slpmean_dw100","slpmean_dw150","slpmean_dw200","slpmean_dw250","slpmean_up025","slpmean_up050","slpmean_up100","slpmean_up150","slpmean_up200","slpmean_up250","strasum_dw025","strasum_dw050","strasum_dw100","strasum_dw150","strasum_dw200","strasum_dw250","strasum_up025","strasum_up050","strasum_up100","strasum_up150","strasum_up200","strasum_up250","stramean_dw025","stramean_dw050","stramean_dw100","stramean_dw150","stramean_dw200","stramean_dw250","stramean_up025","stramean_up050","stramean_up100","stramean_up150","stramean_up200","stramean_up250","stramax_dw025","stramax_dw050","stramax_dw100","stramax_dw150","stramax_dw200","stramax_dw250","stramax_up025","stramax_up050","stramax_up100","stramax_up150","stramax_up200","stramax_up250","crop_dw025","crop_dw050","crop_dw100","crop_dw150","crop_dw200","crop_dw250","crop_up025","crop_up050","crop_up100","crop_up150","crop_up200","crop_up250","orchard_dw025","orchard_dw050","orchard_dw100","orchard_dw150","orchard_dw200","orchard_dw250","orchard_up025","orchard_up050","orchard_up100","orchard_up150","orchard_up200","orchard_up250","BLeafF_dw025","BLeafF_dw050","BLeafF_dw100","BLeafF_dw150","BLeafF_dw200","BLeafF_dw250","BLeafF_up025","BLeafF_up050","BLeafF_up100","BLeafF_up150","BLeafF_up200","BLeafF_up250","BambF_dw025","BambF_dw050","BambF_dw100","BambF_dw150","BambF_dw200","BambF_dw250","BambF_up025","BambF_up050","BambF_up100","BambF_up150","BambF_up200","BambF_up250","house_dw025","house_dw050","house_dw100","house_dw150","house_dw200","house_dw250","house_up025","house_up050","house_up100","house_up150","house_up200","house_up250","river_dw025","river_dw050","river_dw100","river_dw150","river_dw200","river_dw250","aspect_E","aspect_N","aspect_S","aspect_W"
283,"t17",74024,NA,"rk","tairon",13,295302.9789,2748570.662,24.843973,121.448309,1,"C114115","27/10/2017",10,"Autumn","Amphibia","Anura","Rana sauteri",98.87537126,310.6383241,180.5595099,394.124875,12.00336775,526.4975356,3,0,10.31,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,8.75,20.01,0,24.85,0,0,0,1.75,4.68,0,0,8.91,0,0,301.1499939,3.5,6,1,4,8,17,27,40,2,2,2,2,2,2,19.92314529,16.41446596,16.80253393,15.55445412,16.39578877,19.38189188,41.55020142,44.13682251,46.25879439,46.68111321,42.85447115,41.72356012,12,32,82,181,296,461,2,13,56,113,217,330,6,3.555555556,2.342857143,2.2625,2.084507042,1.961702128,1,1.3,1.302325581,1.215053763,1.284023669,1.341463415,6,6,6,6,6,6,1,2,2,2,4,4,0,767.2571239,2464.441676,6086.243126,7626.110656,8551.10551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.5043516,264.5043579,949.0169647,4252.960576,10558.3856,28066.20839,925.1699115,3756.602692,15847.80783,36214.06729,64436.28899,95327.38868,0,0,3117.772434,4494.652441,5147.248353,7012.379255,0,0,0,0,0,0,0,0,0,506.2635546,1969.49161,4862.189587,0,0,0,0,0,0,486.2210653,1142.955397,2530.995456,7382.726717,11589.7232,15838.61558,"1","0","0","0"
284,"t18",74398,NA,"rk","tairon",8,294372.6315,2749447.021,24.852005,121.439034,1,"C114115","30/10/2017",10,"Autumn","Amphibia","Anura","Rana sauteri",166.0624661,406.8140734,454.981537,47.30127733,9.483124897,249.4097794,6,0,0,0,17.14,9.46,0,0,0,0,0,0,0,0,0,0,0,0,22.47,0,0,27.19,0,0,0,27.32,0,0,0,0,22.69,0,246.8899994,2.5,7,5,7,11,19,25,28,2,6,15,17,21,23,9.122007608,16.58974438,23.56828636,22.60869053,21.96486011,22.15206695,19.28080177,16.37111149,18.17945508,20.49391301,22.64217401,23.10848019,8,42,114,204,396,630,2,16,59,128,202,300,4,4.2,2.714285714,2.318181818,2.329411765,2.241992883,1,1.6,1.638888889,1.523809524,1.463768116,1.5,7,7,7,7,7,7,1,5,5,5,5,5,0,82.69363679,618.4144792,2340.668038,6642.836687,11116.69026,0,130.7885539,2897.819545,5938.67226,7623.992161,11238.494,0,0,0,363.1074461,1269.580357,4244.855225,0,309.9079308,349.0707386,442.002228,2552.991251,4196.950702,0,171.8111971,2049.058984,5702.631222,15229.12211,28624.00358,186.4634398,569.4901785,1030.688736,7498.584821,16046.61314,23249.14036,0,2.349270086,4396.908921,10949.6377,15601.57101,24547.35719,0,0,2066.722821,5741.539854,9329.832176,12889.59394,0,0,0,692.6726176,2245.134715,2796.516656,0,445.8054967,1980.61219,2571.238229,3048.861649,5935.04524,456.0301837,2683.512169,6761.242225,10797.93306,18748.91361,28475.8191,"0","1","0","0"
285,"t19",74749,NA,"rk","tairon",31,295323.2816,2748524.845,24.843565,121.448448,1,"C114115","02/11/2017",11,"Autumn","Amphibia","Anura","Rana sauteri",50.02441504,266.510605,230.2392749,347.975067,8.408736853,499.1346353,1,0,0,0,0,0,0,0,0,0,0,0,0,47.35,0,0,0,0,19.45,0,0,0,5.55,0,0,7.02,0,29.36,0,0,0,49.1,295.75,2.6,6,1,2,5,13,26,32,0,1,2,2,2,2,19.84983428,19.35887951,20.05498608,18.4981916,18.41295622,21.01766907,46.37311935,45.18634207,46.38354111,44.18660555,42.9278224,41.49081708,10,26,78,153,278,503,3,16,55,120,208,342,3.333333333,3.25,2.363636364,2.154929577,2.044117647,2.078512397,1.5,1.454545455,1.25,1.165048544,1.209302326,1.41322314,6,6,6,6,6,6,2,2,2,2,3,4,0,680.7104832,2948.96473,6221.527499,7626.110656,7626.110656,0,0,0,0,0,0,0,0,0,0,0,1017.992701,0,0,0,0,0,0,0,184.4312624,1147.074954,4972.826289,12241.09418,33487.5101,691.952768,3673.326108,16986.881,39469.74219,66126.23445,93389.62509,0,338.9945744,3097.953287,4327.678939,6125.189109,6327.523976,0,0,0,0,0,0,0,0,0,558.5268072,2577.106648,2728.828929,0,0,0,0,0,6.70208241,0,836.9518817,2833.635903,5257.005723,10987.03821,17457.46098,"1","0","0","0"
286,"t20",74754,NA,"rk","tairon",10,295323.2816,2748524.845,24.843565,121.448448,1,"C114115","01/11/2017",11,"Autumn","Amphibia","Anura","Rana sauteri",50.02441504,266.510605,230.2392749,347.975067,8.408736853,499.1346353,1,0,0,0,0,0,0,0,0,0,0,0,0,47.35,0,0,0,0,19.45,0,0,0,5.55,0,0,7.02,0,29.36,0,0,0,49.1,295.75,2.6,6,1,2,5,13,26,32,0,1,2,2,2,2,19.84983428,19.35887951,20.05498608,18.4981916,18.41295622,21.01766907,46.37311935,45.18634207,46.38354111,44.18660555,42.9278224,41.49081708,10,26,78,153,278,503,3,16,55,120,208,342,3.333333333,3.25,2.363636364,2.154929577,2.044117647,2.078512397,1.5,1.454545455,1.25,1.165048544,1.209302326,1.41322314,6,6,6,6,6,6,2,2,2,2,3,4,0,680.7104832,2948.96473,6221.527499,7626.110656,7626.110656,0,0,0,0,0,0,0,0,0,0,0,1017.992701,0,0,0,0,0,0,0,184.4312624,1147.074954,4972.826289,12241.09418,33487.5101,691.952768,3673.326108,16986.881,39469.74219,66126.23445,93389.62509,0,338.9945744,3097.953287,4327.678939,6125.189109,6327.523976,0,0,0,0,0,0,0,0,0,558.5268072,2577.106648,2728.828929,0,0,0,0,0,6.70208241,0,836.9518817,2833.635903,5257.005723,10987.03821,17457.46098,"1","0","0","0"
287,"t21",74821,NA,"rk","tairon",20,295052.5094,2747481.491,24.83415,121.445739,1,"C114115","03/11/2017",11,"Autumn","Amphibia","Anura","Rana sauteri",65.62948567,221.4677492,116.2201968,744.9978496,21.69079712,197.1540782,1,0,0,0,0,0,0,0,0,0,0,0,0,29.23,0,0,0,0,0,21.98,31.35,0,0,0,0,22.04,0,16.04,0,0,47.97,0,350.6000061,1.2,2,1,3,5,9,11,18,0,0,0,0,1,4,23.78826141,17.82825647,18.20618941,21.80466502,22.19979745,23.03940584,32.98317814,39.90663751,38.91010871,35.82221931,32.934189,32.02327623,4,35,122,240,389,598,2,6,31,70,141,230,1.333333333,2.916666667,2.44,2.068965517,1.916256158,1.823170732,1,1,1.148148148,1.206896552,1.330188679,1.474358974,2,6,6,6,6,6,1,1,3,3,5,5,0,0,303.2868676,1616.450234,2668.455296,2668.455296,666.1697994,2236.217785,2664.608937,3579.079606,3579.079606,3579.079606,0,0,0,97.87978826,1170.530098,3194.210488,0,0,460.9806895,2708.140876,4689.523738,4689.523738,40.45694167,744.5628492,8936.223046,25583.49083,49725.53029,82119.81417,0,460.0689996,6972.80448,15356.76194,30382.93013,48687.08657,0,0,0,0,0,1461.265327,0,0,170.1120657,1414.043365,1557.090439,2478.760166,0,0,418.7803327,1341.61083,2136.30593,2912.061341,0,0,0,0,0,0,47.02520247,1365.766935,3765.15201,5426.332626,8042.372564,11412.5954,"1","0","0","0"
288,"t22",74884,NA,"rk","tairon",3,295052.5094,2747481.491,24.83415,121.445739,1,"C114115","04/11/2017",11,"Autumn","Amphibia","Anura","Rana sauteri",65.62948567,221.4677492,116.2201968,744.9978496,21.69079712,197.1540782,1,0,0,0,0,0,0,0,0,0,0,0,0,29.23,0,0,0,0,0,21.98,31.35,0,0,0,0,22.04,0,16.04,0,0,47.97,0,350.6000061,1.2,2,1,3,5,9,11,18,0,0,0,0,1,4,23.78826141,17.82825647,18.20618941,21.80466502,22.19979745,23.03940584,32.98317814,39.90663751,38.91010871,35.82221931,32.934189,32.02327623,4,35,122,240,389,598,2,6,31,70,141,230,1.333333333,2.916666667,2.44,2.068965517,1.916256158,1.823170732,1,1,1.148148148,1.206896552,1.330188679,1.474358974,2,6,6,6,6,6,1,1,3,3,5,5,0,0,303.2868676,1616.450234,2668.455296,2668.455296,666.1697994,2236.217785,2664.608937,3579.079606,3579.079606,3579.079606,0,0,0,97.87978826,1170.530098,3194.210488,0,0,460.9806895,2708.140876,4689.523738,4689.523738,40.45694167,744.5628492,8936.223046,25583.49083,49725.53029,82119.81417,0,460.0689996,6972.80448,15356.76194,30382.93013,48687.08657,0,0,0,0,0,1461.265327,0,0,170.1120657,1414.043365,1557.090439,2478.760166,0,0,418.7803327,1341.61083,2136.30593,2912.061341,0,0,0,0,0,0,47.02520247,1365.766935,3765.15201,5426.332626,8042.372564,11412.5954,"1","0","0","0"
289,"t23",121526,NA,"rk","tairon",4,295249.1401,2748679.815,24.844818,121.447539,1,"C114115","10/11/2017",11,"Autumn","Amphibia","Anura","Rana sauteri",148.8155338,237.1899455,60.99079906,507.8450289,56.02212971,587.6985041,1,0,0,0,0,48.66,0,0,0,0,0,0,0,0,40.09,0,6.69,48.64,0,0,0,0,48.8,0,0,0,0,48.98,0,0,0,49.13,288.230011,1.333333333,2,1,6,15,24,28,34,0,0,0,2,2,2,7.108504772,8.202222294,10.18100577,12.74787383,14.38472221,14.95225623,26.99693807,32.99225521,34.97569538,40.44470642,43.26953731,42.52582234,4,12,86,213,355,504,4,11,54,120,201,295,1.333333333,1.333333333,2.263157895,2.265957447,2.052023121,1.866666667,1.333333333,1.1,1.421052632,1.481481481,1.488888889,1.404761905,2,2,6,6,6,6,2,2,4,4,4,4,0,0,0,1441.747318,4389.409257,9407.653647,0,0,0,0,0,0,0,0,0,0,0,2557.290815,0,0,0,0,0,0,687.0795035,1645.786651,3651.62936,8875.984973,16096.13818,26337.14699,829.4657425,3575.601347,13549.30965,28982.12874,50535.80609,80094.29554,0,0,0,174.9243142,3909.389876,9284.415262,0,0,0,0,0,0,0,270.4404579,311.349786,1772.376319,7586.866322,11365.21156,0,0,0,0,0,0,0,0,4741.108678,9410.268702,11709.17931,14891.64789,"0","1","0","0"
290,NA,NA,0,"random","random",1,294943.8279,2747665.565,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,8.569450494,8.165981905,299.9152996,634.6063717,59.63208593,195.2523933,2,0,0,0,7.55,4.8,0,0,0,0,0,0,0,0,0,0,0,0,44.6,35.36,0,0,0,0,0,35.6,0,0,0,17.87,27.18,0,340.7099915,2.8,4,1,2,5,5,8,9,1,1,1,1,1,1,6.889028788,8.654973269,11.28282374,17.67392675,19.93859841,22.29025453,31.59668922,38.88281458,39.20050764,37.37015731,33.87843827,32.32628777,5,17,69,143,226,341,9,22,79,172,284,476,2.5,2.125,2.379310345,2.234375,2.132075472,2.104938272,3,2,1.645833333,1.563636364,1.412935323,1.496855346,4,4,6,6,6,6,4,4,4,4,4,4,1.626046014,362.2653596,1952.590107,2771.972909,3854.980288,4376.676401,0,0,433.7232668,1188.582763,2371.915104,3811.697765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449.348208,8239.647333,18467.25213,34477.97464,767.277152,3447.976124,16445.96464,39007.39229,62155.39277,94949.70619,0,0,0,0,0,0,0,0,0,1244.956716,13256.317,26880.79743,465.7582094,1383.251481,1383.251481,1383.251481,1383.251481,1383.251481,0,0,0,0,0,0,0,0,1932.998439,3877.922546,6965.324663,9916.446842,"1","0","0","0"
291,NA,NA,1,"random","random",1,294551.7889,2749268.987,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,41.76792886,201.7005197,243.7247326,96.92073761,18.49615433,163.1024613,1,0,0,0,0,0,0,0,26.82,0,0,0,26.55,10.6,0,0,0,0,0,35.92,0,0.95,0,48.86,0,36.31,11.61,0,0,0,0,49.07,261.9100037,2,2,0,0,0,4,6,11,1,1,4,7,9,23,20.98611069,18.37556447,15.53812772,16.47382739,19.57852197,22.57731418,27.9621315,34.11769422,36.3296774,31.27610678,28.91771429,27.53876497,4,23,92,148,215,371,4,15,75,167,313,513,2,2.555555556,3.066666667,2.79245283,2.590361446,2.708029197,2,1.666666667,1.5625,1.415254237,1.366812227,1.495626822,2,7,7,7,7,7,2,2,4,4,4,5,204.3915142,446.1188204,1027.973539,1513.906435,1645.929392,1645.929392,0,340.5328069,2775.971784,9736.505302,19429.96052,24464.18889,0,0,0,0,0,99.7100086,0,0,0,930.8003919,3520.635206,4609.64602,328.8705449,702.6953763,2778.216838,5082.797657,9282.421374,19684.33612,650.5433149,3188.725372,11791.1523,22530.41519,35940.17753,52495.87829,0,0,0,1244.894901,3392.544501,6531.427523,0,0.432871702,2524.594937,6848.206307,17710.67165,31626.02908,0,0,0,247.028144,247.028144,247.028144,0,0,661.488091,2003.780343,2975.710901,6123.95704,168.6194827,1826.954348,6366.856236,10224.74708,13990.10834,22197.23079,"0","1","0","0"
292,NA,NA,2,"random","random",1,294498.3006,2749461.841,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,122.3020179,301.2072908,348.9459397,80.58866858,4.509670778,300.5771152,1,0,0,0,0,0,0,0,0,0,0,0,0,18.07,0,0,0,0,0,1.88,0,28.93,0,0,0,31.13,18.14,48.52,0,48.82,0,0,249.1499939,2.2,7,1,2,5,11,15,23,0,0,3,8,16,23,15.65964031,14.85656586,25.50602145,26.6725424,26.53616134,26.08056269,25.20278104,22.15910175,24.52491588,24.78446555,24.52376053,24.98684584,8,43,147,305,493,709,3,12,30,58,108,206,4,4.3,3.127659574,2.44,2.210762332,2.055072464,1,1.090909091,1.153846154,1.115384615,1.35,1.471428571,7,7,7,7,7,7,1,2,2,2,5,5,0,0,0,1819.441194,3157.062628,10416.90932,294.6712564,2391.231184,4201.727369,5263.737893,6003.847725,8951.708372,0,0,0,0,188.5744874,2349.322041,0,0,0,349.0707386,349.0707386,351.8070209,0,22.16362164,3073.366892,15065.83104,37853.94432,56235.00526,438.2257575,826.6746574,3809.895105,7484.161266,10755.4749,16583.39198,0,569.3487122,6326.219238,15786.99774,22987.94573,32003.34004,0,0,929.4507152,3040.71937,5613.837783,8531.965335,0,0,0,0,0,883.630943,0,0,1022.406254,1571.756862,1636.83122,3214.903885,759.0254908,2982.572875,9138.155544,14120.82849,21382.80498,27080.41169,"0","1","0","0"
293,NA,NA,3,"random","random",1,295058.516,2747820.752,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,18.64975417,18.24945685,220.8254742,441.6256754,24.0754446,15.74725257,1,0,0,0,4.57,0,0,0,0,0,0,29.93,48.27,0,0,0,0,0,39.55,0,0,0,0,0,0,18.51,0,0,36.3,3.38,0,0,331.5499878,2.6,4,1,2,2,5,8,8,0,0,0,0,0,1,16.87874603,11.73940656,14.55645939,19.71488433,21.81941177,24.57759345,22.92584038,24.80602672,26.91707642,29.54290084,32.43252313,32.03509679,7,32,98,199,307,440,6,20,72,152,254,414,2.333333333,3.2,2.8,2.397590361,2.224637681,2.018348624,3,1.818181818,1.8,1.617021277,1.511904762,1.550561798,4,6,6,6,6,6,4,4,4,4,4,4,233.3433394,488.404719,2037.918059,2521.380662,2995.574388,5551.052586,0,39.45068012,3078.499119,4596.265451,5483.287492,7555.194458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2999.540271,15439.47142,34206.00857,57491.4791,248.5600312,1220.81239,6305.1211,16078.49668,37686.57473,67225.12928,0,0,0,0,0,0,577.0144442,2486.961078,6304.493924,15191.57883,21094.46589,28557.34222,0,0,0,0,1063.10922,1383.251481,0,0,0,0,0,0,45.46482159,1626.487299,5246.945687,7390.35053,9218.477898,10758.56228,"0","0","1","0"
294,NA,NA,4,"random","random",1,295362.1684,2748493.005,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,7.477935566,243.2635954,277.9814251,318.9698265,5.859712557,498.222907,0,0,28.57,0,0,0,0,0,0,0,0,0,0,39.6,0,0,0,0,24.73,8.26,0,0,0.79,0,0,13.93,8.26,23.42,25.45,0,0,22.86,294.1300049,2.2,6,0,1,5,12,22,29,0,0,1,2,2,3,16.29269254,20.82050468,23.17311251,21.3313831,22.08392264,23.85179518,36.385355,42.68641424,39.37995176,41.56226459,42.70072248,41.47190846,9,26,83,167,357,563,2,9,48,108,171,277,3,2.6,2.184210526,1.988095238,2.112426036,2.017921147,1,1.125,1.2,1.2,1.212765957,1.344660194,6,6,6,6,6,6,1,2,2,2,2,4,0,100.5513926,2865.297342,6609.075554,7626.110656,7651.331434,0,0,0,0,0,0,0,0,0,0,868.6937844,3608.776045,0,0,0,0,0,0,0,180.6635466,3272.411686,8013.352281,24062.54865,44241.71234,601.7296876,3226.999398,14974.28065,33651.2538,53776.64451,78778.93117,0,961.5249006,2777.989495,5220.292968,6340.701124,11428.36609,0,0,0,0,0,0,0,0,92.58425141,1470.529412,2417.479143,2728.828929,0,0,0,0,0,203.7172239,771.8220641,1539.926517,3334.47895,5431.993923,12275.29612,16925.84746,"0","1","0","0"
295,NA,NA,5,"random","random",1,295052.21,2747489.178,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,73.11848708,214.7752641,123.3154219,737.9353627,23.13909708,202.4757481,1,0,0,0,0,0,0,0,0,0,0,0,0,28.68,0,0,0,0,0,21.98,38.04,0,0,0,0,22.04,0,8.41,0,0,47.16,0,350.6000061,1.25,2,1,2,4,9,11,18,0,0,0,0,2,4,23.14487267,16.34972661,18.94904721,22.64904408,22.24259289,23.28792937,32.98317814,38.82194219,39.09747006,35.60596817,33.68435341,32.20217424,3,35,124,231,398,591,2,7,29,72,135,234,1.5,3.181818182,2.384615385,2.0625,1.922705314,1.829721362,1,1,1.115384615,1.220338983,1.298076923,1.49044586,2,6,6,6,6,6,1,1,2,3,5,5,0,0,443.9909037,1819.659623,2668.455296,2770.447752,606.2724644,2334.218197,2784.301919,3579.079606,3579.079606,3579.079606,0,0,0,34.31770861,826.5594838,3193.600458,0,0,307.8241102,2351.864409,4666.703661,4689.523738,121.1599521,777.1543613,9188.565069,26285.95835,50406.98794,81757.07458,0,290.0712064,6890.041929,15501.95938,30640.40954,49409.81729,0,0,0,0,0,996.8332534,0,0,171.7004091,1397.706064,1557.090439,2323.58472,0,0,179.8476783,1096.726153,2253.280675,2912.061341,0,0,0,0,0,0,19.55711079,1387.586728,3655.264722,5371.360158,7897.816202,11483.12678,"1","0","0","0"
296,NA,NA,6,"random","random",1,295253.0793,2748675.485,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,154.471212,242.889219,66.8389153,503.0215966,56.95596773,585.9875241,1,0,0,0,0,48.71,0,0,0,0,0,0,0,0,45.97,0,6.69,48.69,0,0,0,0,48.82,0,0,0,0,48.88,0,0,0,49.03,288.0499878,1.25,2,1,6,15,23,28,36,0,0,0,2,2,2,8.936002459,8.102924442,10.06155127,13.07827159,14.54383628,15.08251509,26.99693807,31.6974535,36.11282273,40.47093581,43.67774027,42.54119488,2.947184296,13,93,218,356,515,4,12,50,119,196,296,1.220052424,1.3,2.384615385,2.294736842,2.034285714,1.886446886,1.333333333,1.2,1.282051282,1.4875,1.462686567,1.402843602,2,2,6,6,6,6,2,2,4,4,4,4,0,0,0,1626.968286,4957.019986,9468.410454,0,0,0,0,0,0,0,0,0,0,0,2242.950987,0,0,0,0,0,0,764.3235317,1653.533064,3348.373491,8673.487329,15839.55802,26747.17707,829.3098153,3570.19365,13605.52306,28936.71468,50559.46979,80119.59788,0,0,0,520.3649956,4151.771062,9311.91009,0,0,0,0,0,0,0,296.9860041,311.349786,1548.093304,7224.254412,11333.50262,0,0,0,0,0,0,0,0,4931.022395,9383.848056,11798.79757,14975.2063,"0","1","0","0"
297,NA,NA,7,"random","random",1,294988.6792,2747571.072,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,112.5937102,112.0461526,199.1164962,690.3690109,52.19900084,206.5380902,1,0,0,0,0,0,0,0,0,0,0,0,18.53,29.25,0,0,0,0,9.39,0,39.7,0,0,0,0,0,0,0,0,0,49.39,0,345.3500061,2,3,1,1,2,7,10,15,0,0,1,1,1,2,14.30960464,14.62752712,15.48454292,21.45061717,22.2980221,22.28348063,24.53817463,31.32517052,39.44779325,36.52622971,36.6353952,33.52368158,4,13,92,174,301,453,4,13,50,111,218,370,2,1.625,2.486486486,2.175,2.006666667,1.969565217,2,1.625,1.25,1.247191011,1.3625,1.48,3,3,6,6,6,6,3,3,3,4,4,4,245.1250645,1755.092267,2668.455296,2668.455296,2971.915425,3750.433502,690.6188868,1188.582763,2603.050509,3579.079606,3579.079606,3579.079606,0,0,0,0,0,358.0582985,0,0,0,0,1662.310653,4523.600238,549.6018406,1241.511979,4144.389904,14735.19186,32689.77214,55232.36795,0.829694508,2153.415832,12080.39173,29345.65525,54417.32761,79139.40131,0,0,0,0,0,0,0,0,326.8691409,1557.090439,1871.590129,9396.260257,0,0,769.5600912,1383.251481,1924.376425,2899.011432,0,0,0,0,0,0,0,0,1940.033266,4911.701646,7423.286458,10327.69538,"0","1","0","0"
298,NA,NA,8,"random","random",1,295050.7336,2748847.264,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,32.56848928,33.72194465,25.52669109,581.357823,9.569516497,417.8552663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.64,0,0,0,0,0,48.08,0,48.57,0,36,12.78,0,277.0799866,2.5,6,1,2,2,10,19,29,0,0,0,0,0,0,24.94198704,14.32202256,12.68693253,13.12327506,14.52333546,16.13538535,41.79234123,35.42006779,31.85131733,32.14703688,32.8105935,36.44676096,7,28,95,184,313,454,3,17,60,139,260,399,3.5,3.5,2.435897436,2.3,2.188811189,2.082568807,1.5,1.7,1.538461538,1.544444444,1.556886228,1.522900763,6,6,6,6,6,6,2,4,4,4,4,4,0,0,150.0894733,540.8805636,900.1187115,902.8606395,0,0,0,209.9994036,514.8308588,514.8308588,0,0,0,605.4569253,626.6030778,3805.216154,0,0,0,0,0,0,0,0,1763.739802,8385.103061,20585.74922,32375.16719,789.13858,3462.610675,14817.66794,30828.23197,51724.05245,88143.10121,0,0,0,0,0,0.826917031,0,0,0,3698.894902,11240.5541,13326.92167,0,0,0,285.8440226,2802.658135,7501.651216,0,0,0,0,0,0,694.391754,2065.143848,4585.989356,7885.457045,12084.44946,17473.45454,"1","0","0","0"
299,NA,NA,9,"random","random",1,294627.7157,2749277.203,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3.397239972,125.4171796,167.604836,20.54661001,38.85409544,122.2915742,2,0,20.96,10.95,9.31,26.38,0,25.54,0,0,0,12.86,12.51,19.84,0,0,17.02,0,0,13.08,0,0,0,23.45,0,13.32,0,0,0,0,33.54,8.69,262.769989,2.6,4,0,0,4,6,7,10,2,4,7,9,9,10,15.66065884,15.00934394,14.61822219,19.26840834,22.51403128,25.39349264,12.09811052,16.57784605,24.01833348,29.02579853,30.33037732,30.51998537,5,16,102,199,303,437,8,26,75,161,270,405,2.5,1.777777778,2.833333333,2.618421053,2.504132231,2.401098901,2.666666667,2.6,1.785714286,1.659793814,1.428571429,1.368243243,4,4,7,7,7,7,4,4,4,4,4,4,353.0975282,798.2662051,1645.768834,1645.929392,1645.929392,1645.929392,91.28188074,903.366909,3513.86077,5342.015755,12034.19691,19769.44068,0,0,0,0,535.0971658,1806.331716,0,115.0610753,2332.245487,3523.77983,3523.77983,4494.167711,190.2640253,1328.772413,4658.056275,9898.348827,17887.76436,31229.14889,0,32.64789227,4948.477479,19893.76425,43752.49783,59781.15482,0,0,0,2033.742611,5969.745371,9834.057209,71.90556366,1371.596659,2074.316911,5477.895005,9393.16328,21175.26132,0,125.2322874,247.028144,247.028144,247.028144,247.028144,420.371823,701.3504219,2028.377673,2028.377673,2028.377673,2929.717106,0,559.1330585,5921.780325,13023.25313,17352.48109,22662.73252,"0","1","0","0"
300,NA,NA,10,"random","random",1,294945.7697,2747658.841,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,14.99655519,14.48696399,292.9276741,638.8993922,57.76572228,202.2474564,2,0,0,0,1.36,4.8,0,5.57,0,0,0,0,0,0,0,0,0,0,43.21,42.38,0,0,0,0,0,42.62,0,0,0,9.72,34.2,0,340.7099915,2.4,4,1,2,5,5,8,10,1,1,1,1,1,1,9.393618822,8.654973269,12.26236505,18.09884635,19.96363028,22.42736061,28.03689448,40.58431466,39.37079396,37.59029254,34.318098,32.56850355,6,17,72,144,236,344,6,20,75,169,277,484,3,2.125,2.25,2.215384615,2.145454545,2.084848485,2,1.666666667,1.666666667,1.522522523,1.406091371,1.50310559,4,4,6,6,6,6,4,4,4,4,4,4,32.38714264,621.366984,2102.849277,2758.778313,3806.440021,4346.381231,0,0,594.2119802,1188.582763,2698.86474,3669.845796,0,0,0,0,0,0,0,0,0,0,0,12.7646856,0,0,1666.363776,8696.266046,18990.30577,35533.68102,683.4027777,3426.485868,15979.46768,38730.13971,61634.60762,94830.6937,0,0,0,0,0,0,0,0,0,1046.747123,12703.11384,25631.532,541.1155927,1383.251481,1383.251481,1383.251481,1383.251481,1383.251481,0,0,0,0,0,0,0,0,1968.702097,3933.632537,7019.605745,9956.180937,"1","0","0","0"
